dataset,machine,feature,baseline_median_ms,feature_median_ms,speedup,improvement_pct
"MNIST-like (1K points, 784D)",Linux,NN Descent,4602.050000000745,4648.5,0.9900075293106906,-0.9992470689309418
"MNIST-like (1K points, 784D)",Linux,Optimizer,4602.050000000745,3872.5,1.1883925112978038,18.839251129780376
"MNIST-like (1K points, 784D)",MacBook,All Features,4270.100000000559,2431.6500000003725,1.7560504184401147,75.60504184401147
"MNIST-like (1K points, 784D)",MacBook,Distance,4270.100000000559,4301.249999998137,0.9927579192100919,-0.7242080789908067
"MNIST-like (1K points, 784D)",MacBook,Tree,4270.100000000559,4422.950000001118,0.9654416170201969,-3.455838297980307
"MNIST-like (1K points, 784D)",MacBook,Matrix,4270.100000000559,4130.1500000003725,1.0338849678583524,3.3884967858352377
"MNIST-like (1K points, 784D)",MacBook,NN Descent,4270.100000000559,4357.900000002235,0.979852681336967,-2.0147318663032987
"MNIST-like (1K points, 784D)",MacBook,Optimizer,4270.100000000559,2480.550000000745,1.7214327467695778,72.14327467695779
Medium Clustered (600 points),Linux,All Features,3719.449999999255,2419.89999999851,1.537026323402432,53.7026323402432
Medium Clustered (600 points),Linux,Distance,3719.449999999255,3709.800000000745,1.0026012183941204,0.2601218394120419
Medium Clustered (600 points),Linux,Tree,3719.449999999255,3715.050000000745,1.001184371676965,0.1184371676965057
Medium Clustered (600 points),Linux,Matrix,3719.449999999255,3735.39999999851,0.9957300422982114,-0.4269957701788618
Medium Clustered (600 points),Linux,NN Descent,3719.449999999255,3714.64999999851,1.0012921809593762,0.12921809593762212
Medium Clustered (600 points),Linux,Optimizer,3719.449999999255,2421.54999999702,1.535979021702559,53.59790217025591
Medium Clustered (600 points),MacBook,Tree,3505.25,3509.199999999255,0.9988743873249585,-0.11256126750415207
Medium Clustered (600 points),MacBook,Matrix,3505.25,3638.0000000009313,0.9635101704230629,-3.648982957693714
Medium Clustered (600 points),MacBook,NN Descent,3505.25,3743.699999999255,0.9363063279644998,-6.369367203550025
Medium Clustered (600 points),MacBook,Optimizer,3505.25,2122.199999999255,1.651705777024423,65.1705777024423
Medium Clustered (600 points),MacBook,All Features,3505.25,2153.25,1.6278880761639383,62.788807616393825
Medium Clustered (600 points),MacBook,Distance,3505.25,3514.149999999441,0.9974673818705967,-0.2532618129403308
Small Random (80 points),Linux,All Features,3278.900000002235,757.1500000022352,4.330581786954442,333.05817869544416
Small Random (80 points),Linux,Distance,3278.900000002235,2961.64999999851,1.10711934225985,10.711934225984997
Small Random (80 points),Linux,Tree,3278.900000002235,2950.8499999940395,1.1111713574084954,11.117135740849537
Small Random (80 points),Linux,Matrix,3278.900000002235,2920.550000000745,1.1226994915346078,12.269949153460779
Small Random (80 points),Linux,NN Descent,3278.900000002235,2941.699999999255,1.114627596288903,11.462759628890296
Small Random (80 points),Linux,Optimizer,3278.900000002235,733.8500000014901,4.468079307754414,346.80793077544143
Small Random (80 points),MacBook,All Features,2702.9000000003725,471.5000000009313,5.732555673372287,473.25556733722874
Small Random (80 points),MacBook,Distance,2702.9000000003725,2764.4500000001863,0.9777351733618588,-2.226482663814122
Small Random (80 points),MacBook,Tree,2702.9000000003725,2802.0000000009313,0.964632405424509,-3.536759457549099
Small Random (80 points),MacBook,Matrix,2702.9000000003725,2741.25,0.9860100319198806,-1.398996808011943
Small Random (80 points),MacBook,NN Descent,2702.9000000003725,2743.1500000003725,0.9853270874724334,-1.467291252756664
Small Random (80 points),MacBook,Optimizer,2702.9000000003725,478.90000000037253,5.643975777820568,464.3975777820568
"Swiss Roll (600 points, 3D manifold)",Linux,All Features,2932.6999999955297,1683.4500000029802,1.7420772817668109,74.20772817668109
"Swiss Roll (600 points, 3D manifold)",Linux,Distance,2932.6999999955297,3021.6999999955297,0.9705463811761156,-2.945361882388442
"Swiss Roll (600 points, 3D manifold)",Linux,Tree,2932.6999999955297,2907.699999999255,1.008597860850941,0.8597860850940942
"Swiss Roll (600 points, 3D manifold)",Linux,Matrix,2932.6999999955297,2893.25,1.013635185343655,1.3635185343654932
"Swiss Roll (600 points, 3D manifold)",Linux,NN Descent,2932.6999999955297,2967.14999999851,0.9883895320415221,-1.1610467958477866
"Swiss Roll (600 points, 3D manifold)",Linux,Optimizer,2932.6999999955297,1693.6500000022352,1.7315856286668787,73.15856286668787
"Swiss Roll (600 points, 3D manifold)",MacBook,Tree,3211.0999999996275,3243.5999999996275,0.9899802688370934,-1.0019731162906553
"Swiss Roll (600 points, 3D manifold)",MacBook,Matrix,3211.0999999996275,3300.649999999441,0.9728689803524067,-2.7131019647593346
"Swiss Roll (600 points, 3D manifold)",MacBook,NN Descent,3211.0999999996275,3526.25,0.9106274370789443,-8.937256292105566
"Swiss Roll (600 points, 3D manifold)",MacBook,Optimizer,3211.0999999996275,1095.2000000001863,2.931975894812894,193.1975894812894
"Swiss Roll (600 points, 3D manifold)",MacBook,All Features,3211.0999999996275,1083.75,2.9629527104956193,196.29527104956193
"Swiss Roll (600 points, 3D manifold)",MacBook,Distance,3211.0999999996275,3256.4500000001863,0.9860737920126038,-1.3926207987396189
