generated_at,runs_declared,result_run,result_duration_ms,stats_start_time,stats_duration_ms,wasm_features_file,wasm_preload,machine_platform,machine_release,machine_arch,cpu_model,cpu_cores,total_mem_bytes,load_avg_1,load_avg_5,load_avg_15,hostname,git_commit,git_branch,git_status_dirty,dataset_index,timestamp,dataset_name,dataset_size,dimensions,wasm_features,rendering_enabled,runtime_ms,memory_delta_mb,trustworthiness,fps_avg,responsiveness_ms
2026-02-07T03:48:51.452Z,10,10,37763,2026-02-07T03:54:52.111Z,23876.305,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.35,0.26,0.28,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,False,2,2026-02-07T03:55:15.506Z,Small Random (80 points),80,10,none,True,3025.4000000059605,4.99843692779541,0.8500338753387534,46.98120751671328,21.07999999920527
2026-02-07T04:01:30.943Z,10,1,38880,2026-02-07T04:01:45.821Z,24519.366,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:02:03.712Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2374.3999999910593,0.03945446014404297,0.9882974228981833,59.988002399341354,8.781818181276321
2026-02-07T04:01:30.943Z,10,1,38880,2026-02-07T04:01:45.821Z,24519.366,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:02:10.050Z,Small Random (80 points),80,10,Dist,True,3368.5,13.50676441192627,0.8628048780487805,46.99060187948406,23.039999999602635
2026-02-07T04:01:30.943Z,10,2,38169,2026-02-07T04:02:24.349Z,24164.524000000005,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:02:41.854Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2432.2999999970198,0.2597074508666992,0.9883945923109421,59.99400060029756,11.218181817369027
2026-02-07T04:01:30.943Z,10,2,38169,2026-02-07T04:02:24.349Z,24164.524000000005,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:02:48.235Z,Small Random (80 points),80,10,Dist,True,3271.9000000059605,-1.4498720169067383,0.87295054200542,49.98500449879933,22.406666667262712
2026-02-07T04:01:30.943Z,10,3,37934,2026-02-07T04:03:02.358Z,24092.916000000005,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:03:19.973Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2421.6000000089407,8.646353721618652,0.988673426277989,60.021647150727624,10.854545455087315
2026-02-07T04:01:30.943Z,10,3,37934,2026-02-07T04:03:02.358Z,24092.916000000005,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:03:26.182Z,Small Random (80 points),80,10,Dist,True,3420.6000000089407,14.343652725219727,0.8863143631436314,48.209366390901856,21.42000000079473
2026-02-07T04:01:30.943Z,10,4,38103,2026-02-07T04:03:40.770Z,23789.524999999998,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:03:58.028Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2345.5999999940395,-0.0818948745727539,0.9862103929024081,59.99803285120605,8.463636363094503
2026-02-07T04:01:30.943Z,10,4,38103,2026-02-07T04:03:40.770Z,23789.524999999998,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:04:04.303Z,Small Random (80 points),80,10,Dist,True,3328.3999999910593,-1.547562599182129,0.8491531165311653,47.98560431884735,21.486666665474573
2026-02-07T04:01:30.943Z,10,5,37776,2026-02-07T04:04:18.523Z,23816.043000000005,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:04:35.778Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2348.1000000089407,-0.22786808013916016,0.986561047739755,59.98200539766566,7.7727272727272725
2026-02-07T04:01:30.943Z,10,5,37776,2026-02-07T04:04:18.523Z,23816.043000000005,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:04:42.030Z,Small Random (80 points),80,10,Dist,True,3407.0,-0.789952278137207,0.8547086720867209,49.18839153959666,22.460000000397365
2026-02-07T04:01:30.943Z,10,6,37472,2026-02-07T04:04:55.981Z,23831.780000000002,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:05:13.351Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2355.7000000029802,3.13205623626709,0.9889776087874947,59.988002399341354,8.59090908955444
2026-02-07T04:01:30.943Z,10,6,37472,2026-02-07T04:04:55.981Z,23831.780000000002,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:05:19.515Z,Small Random (80 points),80,10,Dist,True,3325.8999999910593,-3.7951879501342773,0.8694783197831979,47.990401920188056,22.2
2026-02-07T04:01:30.943Z,10,7,37965,2026-02-07T04:05:33.590Z,24191.021999999997,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:05:51.366Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2373.2000000029802,3.0071706771850586,0.9900675961132235,59.982005398559195,8.563636362552643
2026-02-07T04:01:30.943Z,10,7,37965,2026-02-07T04:05:33.590Z,24191.021999999997,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:05:57.328Z,Small Random (80 points),80,10,Dist,True,3091.0,10.339787483215332,0.859349593495935,47.0,21.52666666706403
2026-02-07T04:01:30.943Z,10,8,37361,2026-02-07T04:06:11.349Z,23798.858,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:06:28.793Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2388.5,2.9525327682495117,0.9878960709759189,59.99400060029756,7.836363637989217
2026-02-07T04:01:30.943Z,10,8,37361,2026-02-07T04:06:11.349Z,23798.858,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:06:34.848Z,Small Random (80 points),80,10,Dist,True,3295.5,15.644978523254395,0.8680216802168021,47.99040191947308,20.77333333392938
2026-02-07T04:01:30.943Z,10,9,38339,2026-02-07T04:06:49.655Z,23834.024999999998,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:07:06.937Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2365.0,0.04343700408935547,0.9890367553865653,59.99803285120605,8.40909091044556
2026-02-07T04:01:30.943Z,10,9,38339,2026-02-07T04:06:49.655Z,23834.024999999998,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:07:13.218Z,Small Random (80 points),80,10,Dist,True,3383.5,-0.6787261962890625,0.8818428184281842,48.0,21.613333332538605
2026-02-07T04:01:30.943Z,10,10,38197,2026-02-07T04:07:27.161Z,24527.411999999997,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:07:45.182Z,"Iris Dataset (150 points, 4D)",150,4,Dist,True,2375.0,8.8855619430542,0.9894972539079003,59.99213217956215,9.318181816827167
2026-02-07T04:01:30.943Z,10,10,38197,2026-02-07T04:07:27.161Z,24527.411999999997,dist,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,0.99,1.19,0.85,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:07:51.379Z,Small Random (80 points),80,10,Dist,True,3314.4000000059605,14.60656452178955,0.8839430894308943,47.206923681586595,20.15333333412806
2026-02-07T04:08:04.091Z,10,1,36327,2026-02-07T04:08:17.732Z,23045.545000000002,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:08:34.284Z,"Iris Dataset (150 points, 4D)",150,4,Tree,True,2382.2000000029802,3.1494054794311523,0.9890959019856358,60.0039346845934,8.181818183172833
2026-02-07T04:08:04.091Z,10,1,36327,2026-02-07T04:08:17.732Z,23045.545000000002,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:08:40.475Z,Small Random (80 points),80,10,Tree,True,3350.0999999940395,6.710450172424316,0.8567581300813008,44.98650404891939,22.07333333392938
2026-02-07T04:08:04.091Z,10,2,35530,2026-02-07T04:08:53.810Z,22502.140000000003,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:09:10.118Z,"Iris Dataset (150 points, 4D)",150,4,Tree,True,2350.2000000029802,3.1064443588256836,0.9880481622306717,60.0,7.872727273540064
2026-02-07T04:08:04.091Z,10,2,35530,2026-02-07T04:08:53.810Z,22502.140000000003,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:09:15.793Z,Small Random (80 points),80,10,Tree,True,2997.2000000029802,3.956151008605957,0.8662771002710027,47.99040191947308,19.520000000794727
2026-02-07T04:08:04.091Z,10,3,35177,2026-02-07T04:09:28.891Z,22600.534,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:09:45.324Z,"Iris Dataset (150 points, 4D)",150,4,Tree,True,2391.0,8.145018577575684,0.9880059146599071,60.00393468371387,8.572727272456342
2026-02-07T04:08:04.091Z,10,3,35177,2026-02-07T04:09:28.891Z,22600.534,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:09:50.968Z,Small Random (80 points),80,10,Tree,True,2990.9000000059605,8.705201148986816,0.8759654471544716,47.0,20.519999999801318
2026-02-07T04:08:04.091Z,10,4,35011,2026-02-07T04:10:04.120Z,22389.199999999997,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:10:20.362Z,"Iris Dataset (150 points, 4D)",150,4,Tree,True,2314.5,0.11083412170410156,0.9899112801013942,60.0,0.0
2026-02-07T04:08:04.091Z,10,4,35011,2026-02-07T04:10:04.120Z,22389.199999999997,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:10:25.982Z,Small Random (80 points),80,10,Tree,True,2955.6000000089407,11.021927833557129,0.8594173441734417,48.204623708804725,18.913333332538606
2026-02-07T04:08:04.091Z,10,5,34878,2026-02-07T04:10:39.032Z,22356.210000000003,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:10:55.253Z,"Iris Dataset (150 points, 4D)",150,4,Tree,True,2323.9000000059605,0.15175914764404297,0.9894803548795944,60.0,8.190909091721881
2026-02-07T04:08:04.091Z,10,5,34878,2026-02-07T04:10:39.032Z,22356.210000000003,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:11:00.879Z,Small Random (80 points),80,10,Tree,True,3004.5999999940395,7.624245643615723,0.8730013550135501,47.995200479522936,19.766666666666666
2026-02-07T04:08:04.091Z,10,6,35154,2026-02-07T04:11:14.235Z,22310.881,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,1,2026-02-07T04:11:30.297Z,"Iris Dataset (150 points, 4D)",150,4,Tree,True,2369.7999999970198,8.063921928405762,0.988808618504436,59.98200539766566,9.30000000108372
2026-02-07T04:08:04.091Z,10,6,35154,2026-02-07T04:11:14.235Z,22310.881,tree,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240963584,1.36,1.24,1.01,DESKTOP-7R7IE5L,81a06d89cee35796844f6d872a476a67b89a138c,improve-analytics,True,2,2026-02-07T04:11:36.261Z,Small Random (80 points),80,10,Tree,True,3286.2999999970198,14.663529396057129,0.8403116531165311,46.99530047023309,20.713333332538603
